experiment_name,experiment_type,experiment_subtype,train_dataset_name,train_task_number,train_task_name,task_name,Accuracy,F1 Score,Precision,Recall
mert95m_l2center_cl_gtzan_scenario2,CL,L2Center,GTZAN,4,pop-disco,jazz-rock-classical-hiphop-reggae-country-metal-blues-pop-disco,0.5896551609039307,0.5896551609039307,0.5896551609039307,0.5896551609039307
mert95m_l2center_cl_gtzan_scenario3,CL,L2Center,GTZAN,0,hiphop-metal,hiphop-metal,0.9629629850387572,0.9629629850387572,0.9629629850387572,0.9629629850387572
mert95m_l2center_cl_gtzan_scenario3,CL,L2Center,GTZAN,1,reggae-pop,hiphop-metal-reggae-pop,0.8272727131843567,0.8272727131843567,0.8272727131843567,0.8272727131843567
mert95m_l2center_cl_gtzan_scenario3,CL,L2Center,GTZAN,2,classical-rock,hiphop-metal-reggae-pop-classical-rock,0.7919074892997742,0.7919074892997742,0.7919074892997742,0.7919074892997742
mert95m_l2center_cl_gtzan_scenario3,CL,L2Center,GTZAN,3,disco-blues,hiphop-metal-reggae-pop-classical-rock-disco-blues,0.6309012770652771,0.6309012770652771,0.6309012770652771,0.6309012770652771
mert95m_l2center_cl_gtzan_scenario3,CL,L2Center,GTZAN,4,country-jazz,hiphop-metal-reggae-pop-classical-rock-disco-blues-country-jazz,0.5896551609039307,0.5896551609039307,0.5896551609039307,0.5896551609039307

mert95m_cosinecenter_cl_gtzan_scenario1,CL,CosineCenter,GTZAN,0,metal-pop,metal-pop,1.0,1.0,1.0,1.0
mert95m_cosinecenter_cl_gtzan_scenario1,CL,CosineCenter,GTZAN,1,country-disco,metal-pop-country-disco,0.7758620977401733,0.7758620977401733,0.7758620977401733,0.7758620977401733
mert95m_cosinecenter_cl_gtzan_scenario1,CL,CosineCenter,GTZAN,2,reggae-rock,metal-pop-country-disco-reggae-rock,0.5804597735404968,0.5804597735404968,0.5804597735404968,0.5804597735404968
mert95m_cosinecenter_cl_gtzan_scenario1,CL,CosineCenter,GTZAN,3,blues-classical,metal-pop-country-disco-reggae-rock-blues-classical,0.4915254116058349,0.4915254116058349,0.4915254116058349,0.4915254116058349
mert95m_cosinecenter_cl_gtzan_scenario1,CL,CosineCenter,GTZAN,4,hiphop-jazz,metal-pop-country-disco-reggae-rock-blues-classical-hiphop-jazz,0.4241379201412201,0.4241379201412201,0.4241379201412201,0.4241379201412201
mert95m_cosinecenter_cl_gtzan_scenario2,CL,CosineCenter,GTZAN,0,jazz-rock,jazz-rock,0.7627118825912476,0.7627118825912476,0.7627118825912476,0.7627118825912476
mert95m_cosinecenter_cl_gtzan_scenario2,CL,CosineCenter,GTZAN,1,classical-hiphop,jazz-rock-classical-hiphop,0.7094017267227173,0.7094017267227173,0.7094017267227173,0.7094017267227173
mert95m_cosinecenter_cl_gtzan_scenario2,CL,CosineCenter,GTZAN,2,reggae-country,jazz-rock-classical-hiphop-reggae-country,0.4566473960876465,0.4566473960876465,0.4566473960876465,0.4566473960876465
mert95m_cosinecenter_cl_gtzan_scenario2,CL,CosineCenter,GTZAN,3,metal-blues,jazz-rock-classical-hiphop-reggae-country-metal-blues,0.4415584504604339,0.4415584504604339,0.4415584504604339,0.4415584504604339
mert95m_cosinecenter_cl_gtzan_scenario2,CL,CosineCenter,GTZAN,4,pop-disco,jazz-rock-classical-hiphop-reggae-country-metal-blues-pop-disco,0.4241379201412201,0.4241379201412201,0.4241379201412201,0.4241379201412201
mert95m_cosinecenter_cl_gtzan_scenario3,CL,CosineCenter,GTZAN,0,hiphop-metal,hiphop-metal,0.9814814925193788,0.9814814925193788,0.9814814925193788,0.9814814925193788
mert95m_cosinecenter_cl_gtzan_scenario3,CL,CosineCenter,GTZAN,1,reggae-pop,hiphop-metal-reggae-pop,0.7545454502105713,0.7545454502105713,0.7545454502105713,0.7545454502105713
mert95m_cosinecenter_cl_gtzan_scenario3,CL,CosineCenter,GTZAN,2,classical-rock,hiphop-metal-reggae-pop-classical-rock,0.6589595079421997,0.6589595079421997,0.6589595079421997,0.6589595079421997
mert95m_cosinecenter_cl_gtzan_scenario3,CL,CosineCenter,GTZAN,3,disco-blues,hiphop-metal-reggae-pop-classical-rock-disco-blues,0.5150214433670044,0.5150214433670044,0.5150214433670044,0.5150214433670044
mert95m_cosinecenter_cl_gtzan_scenario3,CL,CosineCenter,GTZAN,4,country-jazz,hiphop-metal-reggae-pop-classical-rock-disco-blues-country-jazz,0.4241379201412201,0.4241379201412201,0.4241379201412201,0.4241379201412201
