experiment_name,experiment_type,experiment_subtype,train_dataset_name,train_task_number,train_task_name,task_name,Accuracy,F1 Score,Precision,Recall
mert95m_ewc_cl_vocalsetsinger_scenario2,CL,EWC,VocalSetSinger,2,female2-male8-female6-male6,female9-male3-female3-female1-female8-male1-male9-female5-female2-male8-female6-male6,0.3371559679508209,0.3371559679508209,0.3371559679508209,0.3371559679508209
mert95m_ewc_cl_vocalsetsinger_scenario2,CL,EWC,VocalSetSinger,3,male7-male4-male2-female7,female9-male3-female3-female1-female8-male1-male9-female5-female2-male8-female6-male6-male7-male4-male2-female7,0.2478485405445099,0.2478485405445099,0.2478485405445099,0.2478485405445099
mert95m_ewc_cl_vocalsetsinger_scenario2,CL,EWC,VocalSetSinger,4,male10-female4-male5-male11,female9-male3-female3-female1-female8-male1-male9-female5-female2-male8-female6-male6-male7-male4-male2-female7-male10-female4-male5-male11,0.19166666269302368,0.19166666269302368,0.19166666269302368,0.19166666269302368
mert95m_ewc_cl_vocalsetsinger_scenario3,CL,EWC,VocalSetSinger,0,female8-male7-male8-female1,female8-male7-male8-female1,1.0,1.0,1.0,1.0
mert95m_ewc_cl_vocalsetsinger_scenario3,CL,EWC,VocalSetSinger,1,male10-female7-male6-male1,female8-male7-male8-female1-male10-female7-male6-male1,0.4982698857784271,0.4982698857784271,0.4982698857784271,0.4982698857784271
mert95m_ewc_cl_vocalsetsinger_scenario3,CL,EWC,VocalSetSinger,2,female9-female5-male9-female4,female8-male7-male8-female1-male10-female7-male6-male1-female9-female5-male9-female4,0.3247663676738739,0.3247663676738739,0.3247663676738739,0.3247663676738739
mert95m_ewc_cl_vocalsetsinger_scenario3,CL,EWC,VocalSetSinger,3,female3-male4-male5-female6,female8-male7-male8-female1-male10-female7-male6-male1-female9-female5-male9-female4-female3-male4-male5-female6,0.2543554008007049,0.2543554008007049,0.2543554008007049,0.2543554008007049
mert95m_ewc_cl_vocalsetsinger_scenario3,CL,EWC,VocalSetSinger,4,male11-female2-male2-male3,female8-male7-male8-female1-male10-female7-male6-male1-female9-female5-male9-female4-female3-male4-male5-female6-male11-female2-male2-male3,0.2013888955116272,0.2013888955116272,0.2013888955116272,0.2013888955116272

mert95m_l2p_cl_vocalsetsinger_scenario1,CL,L2P,VocalSetSinger,0,female1-female2-male1-male2,female1-female2-male1-male2,0.9863013625144958,0.9863013625144958,0.9863013625144958,0.9863013625144958
mert95m_l2p_cl_vocalsetsinger_scenario1,CL,L2P,VocalSetSinger,1,female3-female4-male3-male4,female1-female2-male1-male2-female3-female4-male3-male4,0.4825174808502197,0.4825174808502197,0.4825174808502197,0.4825174808502197
mert95m_l2p_cl_vocalsetsinger_scenario1,CL,L2P,VocalSetSinger,2,female5-female6-male5-male6,female1-female2-male1-male2-female3-female4-male3-male4-female5-female6-male5-male6,0.3341067433357239,0.3341067433357239,0.3341067433357239,0.3341067433357239
